timestamp,content,category,processed_content
2024-08-29 22:08:48.117183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 07:53:48.117183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-30 11:33:48.117183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 03:52:48.117183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-30 00:45:48.117183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-30 03:15:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 11:28:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-29 20:46:48.117183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 08:04:48.117183,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-30 04:06:48.117183,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-30 05:59:48.117183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 06:47:48.117183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 03:11:48.117183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 11:41:48.117183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-30 09:40:48.117183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-29 23:16:48.117183,Question about Lisinopril side effects.,Inquiry,question lisinopril side effects
2024-08-29 20:50:48.117183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-30 05:39:48.117183,Follow-up needed for mild Chest pain.,Non-urgent,followup needed mild chest pain
2024-08-30 12:32:48.117183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 06:57:48.117183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 09:30:48.117183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 02:37:48.117183,Patient reporting persistent Headache. Requires prompt attention.,Urgent,patient reporting persistent headache requires prompt attention
2024-08-30 07:07:48.117183,Patient reporting persistent Chest pain. Requires prompt attention.,Urgent,patient reporting persistent chest pain requires prompt attention
2024-08-30 05:20:48.117183,Patient reporting persistent Chest pain. Requires prompt attention.,Urgent,patient reporting persistent chest pain requires prompt attention
2024-08-30 12:26:48.117183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-30 09:41:48.117183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-29 21:18:48.117183,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-30 08:32:48.117183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 02:27:48.117183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 11:29:48.117183,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
2024-08-29 22:43:48.117183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 02:05:48.117183,Patient reporting persistent Shortness of breath. Requires prompt attention.,Urgent,patient reporting persistent shortness breath requires prompt attention
2024-08-30 06:04:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 07:58:48.117183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 05:17:48.117183,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-30 00:12:48.117183,Follow-up needed for mild Chest pain.,Non-urgent,followup needed mild chest pain
2024-08-30 08:13:48.117183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-30 09:30:48.117183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 10:11:48.117183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-29 20:52:48.117183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 05:12:48.117183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 10:29:48.117183,Patient reporting persistent Headache. Requires prompt attention.,Urgent,patient reporting persistent headache requires prompt attention
2024-08-30 02:18:48.117183,URGENT: Patient experiencing severe Headache. Immediate assistance required.,Emergency,urgent patient experiencing severe headache immediate assistance required
2024-08-29 23:33:48.117183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 02:09:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-29 22:24:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 11:05:48.117183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-30 07:15:48.117183,Follow-up needed for mild Chest pain.,Non-urgent,followup needed mild chest pain
2024-08-29 20:57:48.117183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-29 20:34:48.117183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 00:55:48.117183,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-30 06:13:48.117183,Patient reporting persistent Shortness of breath. Requires prompt attention.,Urgent,patient reporting persistent shortness breath requires prompt attention
2024-08-29 23:26:48.117183,URGENT: Patient experiencing severe Headache. Immediate assistance required.,Emergency,urgent patient experiencing severe headache immediate assistance required
2024-08-30 12:28:48.117183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-30 06:04:48.117183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-29 21:01:48.117183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 02:07:48.117183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 03:51:48.117183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 12:20:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 09:30:48.117183,Patient reporting persistent Chest pain. Requires prompt attention.,Urgent,patient reporting persistent chest pain requires prompt attention
2024-08-30 00:18:48.117183,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-30 01:40:48.117183,Follow-up needed for mild Chest pain.,Non-urgent,followup needed mild chest pain
2024-08-30 04:16:48.117183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 11:43:48.117183,URGENT: Patient experiencing severe Headache. Immediate assistance required.,Emergency,urgent patient experiencing severe headache immediate assistance required
2024-08-30 07:24:48.117183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-29 22:20:48.117183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-30 07:29:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 06:13:48.117183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 10:12:48.117183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 05:59:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 07:47:48.117183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 04:56:48.117183,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-30 10:11:48.117183,Patient reporting persistent Headache. Requires prompt attention.,Urgent,patient reporting persistent headache requires prompt attention
2024-08-30 09:12:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 04:46:48.117183,Patient reporting persistent Chest pain. Requires prompt attention.,Urgent,patient reporting persistent chest pain requires prompt attention
2024-08-30 06:38:48.117183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 05:39:48.117183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 00:51:48.117183,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-30 02:29:48.117183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-30 10:15:48.117183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-29 21:22:48.117183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-30 10:33:48.117183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 12:04:48.117183,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-30 11:53:48.117183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 06:58:48.117183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 04:23:48.117183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 12:15:48.117183,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-30 08:14:48.117183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 06:41:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 01:23:48.117183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 01:40:48.117183,Follow-up needed for mild Shortness of breath.,Non-urgent,followup needed mild shortness breath
2024-08-30 06:55:48.117183,Patient reporting persistent Chest pain. Requires prompt attention.,Urgent,patient reporting persistent chest pain requires prompt attention
2024-08-30 10:33:48.117183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-30 05:50:48.117183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-29 22:54:48.117183,Patient reporting persistent Headache. Requires prompt attention.,Urgent,patient reporting persistent headache requires prompt attention
2024-08-30 06:50:48.117183,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
2024-08-30 11:32:48.117183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-29 21:08:48.117183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-30 07:47:48.117183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-30 00:44:48.117183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 03:33:48.117183,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-30 06:47:48.117183,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-30 07:34:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 12:27:48.117183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-29 23:19:48.117183,Follow-up needed for mild Chest pain.,Non-urgent,followup needed mild chest pain
2024-08-30 07:03:48.117183,Patient reporting persistent Headache. Requires prompt attention.,Urgent,patient reporting persistent headache requires prompt attention
2024-08-30 06:05:48.117183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 10:36:48.117183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 06:18:48.117183,Follow-up needed for mild Chest pain.,Non-urgent,followup needed mild chest pain
2024-08-29 23:22:48.117183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-29 21:22:48.117183,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-30 00:25:48.117183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-30 04:58:48.117183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 09:34:48.117183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 01:15:48.117183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 01:57:48.117183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 03:58:48.117183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-30 06:37:48.117183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 05:00:48.117183,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-30 01:13:48.117183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-30 05:54:48.117183,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
2024-08-30 00:55:48.117183,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
2024-08-30 03:30:48.117183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 05:40:48.117183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 11:37:48.117183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-30 12:26:48.117183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-30 11:12:48.117183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 02:54:48.117183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-30 07:37:48.117183,Patient reporting persistent Shortness of breath. Requires prompt attention.,Urgent,patient reporting persistent shortness breath requires prompt attention
2024-08-30 03:21:48.117183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-30 04:05:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 00:52:48.117183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-30 00:40:48.117183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 11:28:48.117183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 02:23:48.117183,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-30 06:10:48.117183,Patient reporting persistent Chest pain. Requires prompt attention.,Urgent,patient reporting persistent chest pain requires prompt attention
2024-08-30 09:01:48.117183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-30 03:19:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 07:08:48.117183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-29 23:17:48.117183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 01:28:48.117183,Patient reporting persistent Shortness of breath. Requires prompt attention.,Urgent,patient reporting persistent shortness breath requires prompt attention
2024-08-30 07:41:48.117183,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
2024-08-30 10:38:48.117183,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-30 00:54:48.117183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-30 10:11:48.117183,URGENT: Patient experiencing severe Headache. Immediate assistance required.,Emergency,urgent patient experiencing severe headache immediate assistance required
2024-08-30 10:22:48.117183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-29 22:45:48.117183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 05:05:48.117183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-29 20:20:48.117183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 00:15:48.117183,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-29 21:22:48.117183,Patient reporting persistent Shortness of breath. Requires prompt attention.,Urgent,patient reporting persistent shortness breath requires prompt attention
2024-08-30 09:49:48.117183,Patient reporting persistent Shortness of breath. Requires prompt attention.,Urgent,patient reporting persistent shortness breath requires prompt attention
2024-08-29 23:31:48.117183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-30 11:47:48.117183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 11:06:48.117183,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
2024-08-30 04:22:48.117183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 07:50:48.117183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 03:23:48.117183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 02:40:48.117183,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-30 10:39:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 02:30:48.117183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 04:35:48.117183,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-30 03:21:48.117183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 09:17:48.117183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-30 10:41:48.117183,URGENT: Patient experiencing severe Headache. Immediate assistance required.,Emergency,urgent patient experiencing severe headache immediate assistance required
2024-08-30 11:32:48.117183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 01:43:48.117183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 05:00:48.117183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-30 10:26:48.117183,Follow-up needed for mild Chest pain.,Non-urgent,followup needed mild chest pain
2024-08-30 03:28:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 05:07:48.117183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 10:31:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 11:50:48.117183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-29 20:16:48.117183,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-30 04:34:48.117183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-30 10:34:48.117183,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-29 23:17:48.117183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 10:00:48.117183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 11:10:48.117183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 03:49:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 10:25:48.117183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-30 01:19:48.117183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 05:01:48.117183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 05:55:48.117183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-29 23:44:48.117183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 07:44:48.117183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 02:20:48.117183,URGENT: Patient experiencing severe Chest pain. Immediate assistance required.,Emergency,urgent patient experiencing severe chest pain immediate assistance required
2024-08-30 09:07:48.117183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 09:37:48.117183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 08:18:48.117183,Follow-up needed for mild Shortness of breath.,Non-urgent,followup needed mild shortness breath
2024-08-30 04:16:48.117183,Question about Aspirin side effects.,Inquiry,question aspirin side effects
2024-08-30 04:33:48.117183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-29 23:10:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-29 23:12:48.117183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-29 23:56:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 01:17:48.117183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-29 23:17:48.117183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-30 02:27:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 11:50:48.117183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 08:48:48.117183,URGENT: Patient experiencing severe Headache. Immediate assistance required.,Emergency,urgent patient experiencing severe headache immediate assistance required
2024-08-30 02:23:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 03:34:48.117183,URGENT: Patient experiencing severe Headache. Immediate assistance required.,Emergency,urgent patient experiencing severe headache immediate assistance required
2024-08-29 21:44:48.117183,Follow-up needed for mild Shortness of breath.,Non-urgent,followup needed mild shortness breath
2024-08-30 06:58:48.117183,Question about Lisinopril side effects.,Inquiry,question lisinopril side effects
2024-08-30 08:53:48.117183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 11:51:48.117183,URGENT: Patient experiencing severe Headache. Immediate assistance required.,Emergency,urgent patient experiencing severe headache immediate assistance required
2024-08-30 12:02:48.117183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-30 01:13:48.117183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 06:49:48.117183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-29 22:54:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 00:41:48.117183,Follow-up needed for mild Chest pain.,Non-urgent,followup needed mild chest pain
2024-08-30 04:00:48.117183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 06:52:48.117183,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
2024-08-29 20:06:48.117183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 01:47:48.117183,Patient reporting persistent Headache. Requires prompt attention.,Urgent,patient reporting persistent headache requires prompt attention
2024-08-29 23:22:48.117183,Follow-up needed for mild Headache.,Non-urgent,followup needed mild headache
2024-08-30 07:11:48.117183,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
2024-08-30 10:05:48.117183,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-30 05:22:48.117183,URGENT: Patient experiencing severe Shortness of breath. Immediate assistance required.,Emergency,urgent patient experiencing severe shortness breath immediate assistance required
2024-08-30 10:08:48.117183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-30 10:27:48.117183,Question about Lisinopril side effects.,Inquiry,question lisinopril side effects
2024-08-30 03:56:48.117183,Question about Acetaminophen side effects.,Inquiry,question acetaminophen side effects
2024-08-30 02:17:48.117183,Patient reporting persistent Shortness of breath. Requires prompt attention.,Urgent,patient reporting persistent shortness breath requires prompt attention
2024-08-30 05:29:48.117183,Patient reporting persistent Nausea. Requires prompt attention.,Urgent,patient reporting persistent nausea requires prompt attention
2024-08-29 20:58:48.117183,Follow-up needed for mild Nausea.,Non-urgent,followup needed mild nausea
2024-08-30 02:17:48.117183,URGENT: Patient experiencing severe Cough. Immediate assistance required.,Emergency,urgent patient experiencing severe cough immediate assistance required
2024-08-30 01:47:48.117183,Follow-up needed for mild Cough.,Non-urgent,followup needed mild cough
2024-08-30 03:37:48.117183,Follow-up needed for mild Fever.,Non-urgent,followup needed mild fever
2024-08-30 05:32:48.117183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-29 23:59:48.117183,URGENT: Patient experiencing severe Nausea. Immediate assistance required.,Emergency,urgent patient experiencing severe nausea immediate assistance required
2024-08-30 06:01:48.118183,Patient reporting persistent Chest pain. Requires prompt attention.,Urgent,patient reporting persistent chest pain requires prompt attention
2024-08-30 07:22:48.118183,URGENT: Patient experiencing severe Fever. Immediate assistance required.,Emergency,urgent patient experiencing severe fever immediate assistance required
2024-08-30 08:14:48.118183,Question about Amoxicillin side effects.,Inquiry,question amoxicillin side effects
2024-08-29 23:11:48.118183,URGENT: Patient experiencing severe Headache. Immediate assistance required.,Emergency,urgent patient experiencing severe headache immediate assistance required
2024-08-30 01:48:48.118183,Patient reporting persistent Cough. Requires prompt attention.,Urgent,patient reporting persistent cough requires prompt attention
2024-08-30 00:40:48.118183,Patient reporting persistent Fever. Requires prompt attention.,Urgent,patient reporting persistent fever requires prompt attention
2024-08-30 08:06:48.118183,Question about Ibuprofen side effects.,Inquiry,question ibuprofen side effects
2024-08-29 20:45:48.118183,Patient reporting persistent Chest pain. Requires prompt attention.,Urgent,patient reporting persistent chest pain requires prompt attention
